id,経度,緯度,所在地コード,用途,連番,年次,前年所在地コード,前年用途,前年連番,市区町村名,住居表示,行政,地積,利用の現況,利用状況表示,建物構造,施設,形状区分,間口（比率）,奥行（比率）,階層（地上）,階層（地下）,前面道路区分,前面道路の方位区分,前面道路の幅員,前面道路の駅前区分,前面道路の舗装状況,側道区分,側道方位区分,交通施設との近接区分,周辺の土地の利用の現況,駅名,駅距離,用途区分,防火区分,都市計画区分,森林区分,公園区分,建蔽率,容積率,共通地点区分,選定年次ビット,Ｓ５８価格,Ｓ５９価格,Ｓ６０価格,Ｓ６１価格,Ｓ６２価格,Ｓ６３価格,Ｈ１価格,Ｈ２価格,Ｈ３価格,Ｈ４価格,Ｈ５価格,Ｈ６価格,Ｈ７価格,Ｈ８価格,Ｈ９価格,Ｈ１０価格,Ｈ１１価格,Ｈ１２価格,Ｈ１３価格,Ｈ１４価格,Ｈ１５価格,Ｈ１６価格,Ｈ１７価格,Ｈ１８価格,Ｈ１９価格,Ｈ２０価格,Ｈ２１価格,Ｈ２２価格,Ｈ２３価格,Ｈ２４価格,Ｈ２５価格,Ｈ２６価格,Ｈ２７価格,Ｈ２８価格,Ｈ２９価格,Ｈ３０価格,Ｈ３１価格,属性移動Ｓ５９,属性移動Ｓ６０,属性移動Ｓ６１,属性移動Ｓ６２,属性移動Ｓ６３,属性移動Ｈ１,属性移動Ｈ２,属性移動Ｈ３,属性移動Ｈ４,属性移動Ｈ５,属性移動Ｈ６,属性移動Ｈ７,属性移動Ｈ８,属性移動Ｈ９,属性移動Ｈ１０,属性移動Ｈ１１,属性移動Ｈ１２,属性移動Ｈ１３,属性移動Ｈ１４,属性移動Ｈ１５,属性移動Ｈ１６,属性移動Ｈ１７,属性移動Ｈ１８,属性移動Ｈ１９,属性移動Ｈ２０,属性移動Ｈ２１,属性移動Ｈ２２,属性移動Ｈ２３,属性移動Ｈ２４,属性移動Ｈ２５,属性移動Ｈ２６,属性移動Ｈ２７,属性移動Ｈ２８,属性移動Ｈ２９,属性移動Ｈ３０,属性移動Ｈ３１
779,502259.63,128307.859,13225,0,16,2019,13225,0,16,稲城,東京都　稲城市大字矢野口字宿７７２番４外,13225,184,10000000000000000,_,W2,111,台形,12,10,2,0,市道,西,40,_,_,_,_,_,一般住宅のほかにアパートが見られる住宅地域,矢野口,500,2中専,準防,市街化,_,_,60,200,False,0000000000000000000111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247000,234000,221000,215000,210000,215000,221000,217000,210000,209000,208000,208000,210000,214000,218000,225000,230000,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11100000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
780,502261.474,128438.963,13206,5,6,2019,13206,5,6,東京府中,東京都　府中市紅葉丘３丁目４１番２３,13206,198,1100000000000000,_,S3,111,_,10,15,3,0,市道,東,50,_,_,_,_,近接,小売店舗が建ち並ぶ駅前の近隣商業地域,多磨,0,近商,防火,市街化,_,_,80,300,False,0000000000000000000000000000000000111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342000,349000,356000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000
781,502263.99700000003,128636.662,13211,0,27,2019,13211,0,27,小平,東京都　小平市花小金井２－２８－３,13211,194,10000000000000000,_,W2,111,_,10,15,2,0,市道,北西,60,_,_,_,_,_,中規模の一般住宅が多い区画整然とした地域,花小金井,1000,1低専,_,市街化,_,_,40,80,False,0000011111111111111111111111111111111,0,0,0,0,0,630000,567000,533000,533000,471000,374000,347000,345000,331000,324000,314000,288000,267000,257000,245000,236000,231000,229000,229000,244000,260000,246000,233000,228000,224000,223000,226000,228000,230000,233000,236000,239000,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
782,502264.42600000004,128778.883,13221,5,2,2019,13221,5,2,清瀬,東京都　清瀬市松山１－１２－１５,13221,197,11000000000000000,_,RC7F1B,111,台形,10,12,7,1,都道,西,80,_,_,_,_,_,中低層の店舗、事務所等が建ち並ぶ商業地域,清瀬,270,商業,防火,市街化,_,_,80,400,False,0000000000000000000111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330000,306000,290000,279000,276000,291000,305000,287000,269000,260000,257000,257000,260000,262000,265000,268000,271000,274000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
783,502264.609,128747.323,13222,0,21,2019,13222,0,21,東久留米,東京都　東久留米市小山５－１－３７,13222,106,10000000000000000,_,W2,111,_,10,15,2,0,私道,南,45,_,_,_,_,_,中小規模一般住宅が建ち並ぶ住宅地域,清瀬,1300,1低専,_,市街化,_,_,40,80,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206000,208000,210000,212000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000010000000
784,502265.146,128458.21,13206,0,15,2019,13206,0,15,東京府中,東京都　府中市多磨町２丁目５番２２,13206,111,10000000000000000,_,W2,111,_,10,15,2,0,市道,南西,50,_,_,_,_,_,小規模一般住宅が建ち並ぶ分譲住宅地域,多磨,870,1低専,_,市街化,_,_,40,80,False,0000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,325000,314000,298000,290000,285000,273000,257000,245000,236000,227000,220000,218000,218000,236000,259000,247000,233000,231000,230000,229000,231000,233000,235000,239000,243000,247000,0,0,0,0,0,0,0,0,0,0,40000000000000,11000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
785,502265.876,128291.18400000001,13225,0,12,2019,13225,0,12,稲城,東京都　稲城市大字矢野口字松葉１７４９番４外,13225,158,10000000000000100,共同住宅,S3,111,_,10,20,3,0,市道,南西,50,_,_,背面道,_,_,一般住宅、アパート、事業所が混在する住宅地域,京王よみうりランド,430,2中専,準防,市街化,_,_,60,200,False,0000000000000000000111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254000,239000,225000,219000,215000,220000,232000,226000,218000,217000,217000,217000,220000,224000,229000,234000,239000,246000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
786,502265.981,128770.502,13221,0,11,2019,13221,0,11,清瀬,東京都　清瀬市松山１－３６－３,13221,164,10000000000000000,_,LS2,111,_,10,12,2,0,私道,南東,40,_,_,_,_,_,中規模一般住宅、アパート等が混在する住宅地域,清瀬,500,1中専,準防,市街化,_,_,60,200,False,0000000000111111111111111111111111111,0,0,0,0,0,0,0,0,0,0,384000,358000,357000,342000,330000,318000,288000,268000,257000,245000,236000,229000,224000,223000,237000,256000,243000,231000,227000,226000,226000,231000,233000,234000,236000,238000,240000,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
787,502266.035,128653.837,13211,5,6,2019,13211,5,6,小平,東京都　小平市花小金井３－３４－２６,13211,2105,1100000000000000,_,S3,111,不整形,15,10,3,0,都道,南,180,_,_,三方路,_,_,営業所、店舗が多い都道沿いの商業地域,花小金井,1700,準住居,準防,市街化,_,_,60,200,False,0000000000000000000001111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225000,219000,216000,229000,243000,230000,216000,210000,206000,205000,208000,210000,211000,213000,215000,216000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11011000000000,11111000000000,10000010000000
788,502267.71200000006,128822.778,13221,0,5,2019,13221,0,5,清瀬,東京都　清瀬市中里３丁目９７０番１３外,13221,120,10000000000000000,_,W2,111,_,10,20,2,0,市道,南,50,_,_,_,_,_,小規模の戸建住宅が建ち並ぶ住宅地域,清瀬,1500,1低専,準防,市街化,_,_,50,100,False,1111111111111111111111111111111111111,180000,184000,188000,192000,243000,456000,393000,389000,386000,350000,302000,287000,287000,277000,272000,263000,239000,216000,212000,203000,195000,187000,181000,178000,184000,194000,184000,175000,171000,170000,169000,171000,173000,174000,175000,178000,180000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000011,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000100000000,10000000100011,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
789,502268.09,128387.57400000001,13206,0,16,2019,13206,0,16,東京府中,東京都　府中市白糸台６丁目３番８,13206,109,10000000000000000,_,W2,111,_,10,12,2,0,市道,南,80,_,_,_,_,_,一般住宅にアパート、農地が見られる住宅地域,飛田給,510,1中専,準防,市街化,_,_,60,200,False,1111111111111111111111111111111111111,232000,238000,244000,254000,340000,600000,565000,593000,593000,533000,442000,389000,370000,352000,341000,332000,316000,304000,294000,284000,274000,267000,266000,266000,289000,320000,303000,285000,283000,281000,280000,283000,285000,289000,294000,298000,310000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000011,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
790,502268.159,128306.146,13225,5,1,2019,13225,5,1,稲城,東京都　稲城市大字矢野口字宿６９１番６外,13225,132,11000000000000000,_,S3,111,_,10,12,3,0,都道,南東,75,_,_,_,_,_,小規模な店舗兼住宅等が建ち並ぶ近隣商業地域,矢野口,200,近商,準防,市街化,_,_,80,200,False,1111111111111111111111111111111111111,242000,248000,253000,266000,338000,740000,740000,740000,740000,723000,650000,552000,525000,497000,452000,432000,407000,383000,360000,333000,283000,254000,241000,234000,239000,263000,250000,241000,237000,236000,236000,238000,242000,245000,250000,255000,263000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10001000000000,10000000000000,10100000000000,10000000000000,10000100000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
791,502268.674,128671.70800000001,13222,0,22,2019,13222,0,22,東久留米,東京都　東久留米市前沢３－１－１７,13222,120,10000000000000000,_,W2,111,_,10,15,2,0,私道,北,40,_,_,_,_,_,一般住宅、アパートのほか小工場が混在する地域,花小金井,2400,準工,準防,市街化,_,_,60,200,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167000,168000,170000,172000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000
792,502269.201,128777.406,13221,5,1,2019,13221,5,1,清瀬,東京都　清瀬市松山１－１１－１２,13221,389,1100000000000000,_,SRC5F1B,111,台形,10,12,5,1,市道,南東,60,_,_,_,_,_,小売店舗、飲食店舗の多い駅前商業地域,清瀬,80,商業,防火,市街化,_,_,80,400,True,0000111111111111111111111111111111111,0,0,0,0,1360000,2470000,2470000,2470000,2470000,2350000,1850000,1480000,1350000,1100000,900000,780000,625000,553000,510000,473000,440000,418000,401000,401000,425000,465000,440000,415000,404000,400000,400000,408000,412000,416000,420000,424000,427000,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
793,502269.584,128324.674,13225,0,25,2019,13225,0,25,稲城,東京都　稲城市大字押立字稲荷島１７４４番１２３,13225,99,10000000000000000,_,W2,111,_,10,20,2,0,市道,南西,43,_,_,_,_,_,一般住宅が建ち並ぶ多摩川に近い住宅地域,矢野口,620,1低専,準防,市街化,_,_,50,100,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205000,209000,212000,217000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000
794,502271.096,128286.109,13225,0,26,2019,13225,0,26,稲城,東京都　稲城市大字矢野口字松葉１９１５番５４,13225,105,10000000000000000,_,LS2,101,_,10,15,2,0,市道,北西,60,_,_,_,_,_,一般住宅が建ち並ぶ区画整然とした住宅地域,京王よみうりランド,550,準工,準防,市街化,_,_,60,200,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229000,234000,240000,249000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000
795,502271.136,128656.058,13211,0,1,2019,13211,0,1,小平,東京都　小平市花小金井３－３８－８,13211,268,10000000000000000,_,W2,111,_,10,10,2,0,私道,西,40,_,_,_,_,_,中規模一般住宅が建ち並ぶ住宅地域,花小金井,1800,1低専,_,市街化,_,_,40,80,False,1111111111111111111111111111111111111,212000,216000,220000,227000,308000,579000,521000,495000,495000,430000,342000,318000,317000,306000,300000,291000,263000,237000,225000,213000,203000,197000,192000,191000,199000,211000,199000,187000,183000,180000,179000,182000,184000,186000,188000,190000,191000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
796,502273.54799999995,128625.959,13229,0,27,2019,13229,0,27,西東京,東京都　西東京市芝久保町３－１６－３０,13229,171,10000000000000000,_,W2,111,_,10,10,2,0,私道,西,40,_,_,_,_,_,一般住宅等が建ち並ぶ閑静な住宅地域,花小金井,1000,1低専,_,市街化,_,_,40,80,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244000,246000,248000,251000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000
797,502274.617,128510.852,13210,0,10,2019,13210,0,10,小金井,東京都　小金井市中町２－１９－２７,13210,253,10000000000000000,_,W2,111,_,10,12,2,0,市道,東,40,_,_,_,_,_,一般住宅、アパート等が建ち並ぶ住宅地域,東小金井,750,1中専,準防,市街化,_,_,60,200,False,1111111111111111111111111111111111111,262000,269000,273000,283000,400000,663000,645000,645000,645000,590000,490000,440000,428000,414000,403000,401000,385000,370000,361000,349000,332000,322000,320000,320000,343000,381000,357000,333000,328000,326000,326000,331000,335000,341000,347000,354000,366000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
798,502275.179,128300.476,13225,0,23,2019,13225,0,23,稲城,東京都　稲城市大字矢野口字塚戸５６７番４外,13225,220,10000000000000000,_,RC2,111,_,15,10,2,0,市道,南東,40,_,_,側道,南西,_,一般住宅、アパート等が見られる住宅地域,矢野口,380,準工,準防,市街化,_,_,60,200,False,0000000000111111111111111111111111111,0,0,0,0,0,0,0,0,0,0,392000,360000,350000,340000,334000,326000,310000,293000,279000,258000,242000,225000,219000,218000,223000,231000,224000,216000,215000,215000,215000,217000,221000,226000,231000,237000,247000,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
799,502276.05,128603.06300000001,13211,0,9,2019,13211,0,9,小平,東京都　小平市花小金井南町３－２４－１８,13211,180,10000000000000000,_,W2F1B,111,_,10,10,2,1,私道,南,50,_,_,_,_,_,中規模一般住宅が建ち並ぶ住宅地域,花小金井,1100,1低専,_,市街化,_,_,40,80,False,1111111111111111111111111111111111111,227000,233000,237000,241000,335000,632000,569000,530000,530000,471000,371000,345000,343000,329000,323000,313000,290000,267000,256000,248000,243000,239000,236000,236000,250000,266000,252000,238000,233000,229000,228000,232000,234000,236000,238000,241000,243000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
